finding_id,title,severity,host,rule,oval_id,scan_class,os,triage_should_remediate,triage_risk_level,triage_reason,triage_requires_human_review,triage_estimated_impact,triage_estimated_complexity,final_status,remediated_at_round,total_attempts,remedy_commands_executed,remedy_scan_passed,remedy_success,remedy_error_summary,remedy_attempt_duration_s,remedy_scan_duration_s,review_approve,review_is_optimal,review_security_score,review_feedback,review_concerns,qa_safe,qa_verdict_reason,qa_side_effects,qa_regression_detected,qa_recommendation,qa_validation_duration_s,total_duration_s,llm_calls,llm_errors,llm_duration_s,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd,triage_llm_calls,triage_tokens,triage_cost_usd,triage_duration_s,remedy_llm_calls,remedy_tokens,remedy_cost_usd,remedy_duration_s,review_llm_calls,review_tokens,review_cost_usd,review_duration_s,qa_llm_calls,qa_tokens,qa_cost_usd,qa_duration_s,triage_model,remedy_model,review_model,qa_model
enable_dracut_fips_module,Enable Dracut FIPS Module,3,localhost,enable_dracut_fips_module,xccdf_org.ssgproject.content_rule_enable_dracut_fips_module,compliance,localhost.localdomain,False,medium,"LLM triage failed; defaulting to requires_human_review. Last error: Validation/JSON error with openai/gpt-oss-120b: 1 validation error for _LLMVerdict touches_networking Input should be a valid boolean, unable to interpret input [type=bool_parsing, input_value=':', input_type=str] For further information visit https://errors.pydantic.dev/2.12/v/bool_parsing",True,triage automation failure,medium,requires_human_review,,0,,,,,,,,,,,,,,,,,,7.112559080123901,1,0,7.031,698,216,914,0.000132,1,914,0.000132,7.031,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
enable_fips_mode,Enable FIPS Mode,3,localhost,enable_fips_mode,xccdf_org.ssgproject.content_rule_enable_fips_mode,compliance,localhost.localdomain,False,critical,"Enabling FIPS mode requires adding the kernel boot argument fips=1 and changing the system-wide cryptographic policy. This change is not supported on an already installed system, can cause boot failures, break applications that rely on non‑FIPS algorithms, and may lock out remote access. The policy explicitly classifies FIPS changes as too dangerous to remediate automatically.",False,reboot required; potential boot failure; incompatible software libraries; loss of SSH/console access; system-wide cryptographic policy change,high,discarded,,0,,,,,,,,,,,,,,,,,,17.64181876182556,1,0,11.198,831,524,1355,0.000476,1,1355,0.000476,11.198,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
sysctl_crypto_fips_enabled,Set kernel parameter 'crypto.fips_enabled' to 1,3,localhost,sysctl_crypto_fips_enabled,xccdf_org.ssgproject.content_rule_sysctl_crypto_fips_enabled,compliance,localhost.localdomain,False,critical,"Enabling FIPS mode requires adding the fips=1 kernel boot parameter, which modifies the bootloader and changes fundamental cryptographic behavior. This is not supported on an already installed system and can cause system instability or loss of access, so remediation is considered too risky.",False,reboot required; bootloader modification; FIPS mode activation; potential system instability; possible loss of console or SSH access,high,discarded,,0,,,,,,,,,,,,,,,,,,8.238910675048828,1,0,8.226,739,622,1361,0.000192,1,1361,0.000192,8.226,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
installed_OS_is_vendor_supported,The Installed Operating System Is Vendor Supported,3,localhost,installed_OS_is_vendor_supported,xccdf_org.ssgproject.content_rule_installed_OS_is_vendor_supported,compliance,localhost.localdomain,False,medium,"The finding requires verification that the OS version is still within the vendor's supported lifecycle. Determining support status may need checking subscription status, Red Hat subscription validity, and possibly contacting the vendor, which involves human judgment rather than a simple automated remediation.",True,Potential misidentification of OS support status; Impact on compliance reporting,medium,requires_human_review,,0,,,,,,,,,,,,,,,,,,7.153660297393799,1,0,6.937,620,226,846,0.000133,1,846,0.000133,6.937,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
partition_for_var_tmp,Ensure /var/tmp Located On Separate Partition,2,localhost,partition_for_var_tmp,xccdf_org.ssgproject.content_rule_partition_for_var_tmp,compliance,localhost.localdomain,False,critical,Filesystem/partition/mount-option changes can break boot or services and should not be auto-remediated.,False,reboot required; filesystems affected; filesystems/partitioning; service disruption risk,high,discarded,,0,,,,,,,,,,,,,,,,,,0.00882577896118164,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
ensure_redhat_gpgkey_installed,Ensure Red Hat GPG Key Installed,3,localhost,ensure_redhat_gpgkey_installed,xccdf_org.ssgproject.content_rule_ensure_redhat_gpgkey_installed,compliance,localhost.localdomain,True,low,"The remediation only imports a trusted GPG key and verifies file permissions, which does not affect authentication, networking, or critical services. It is a standard STIG step for package verification and poses no risk of lockout or system breakage.",False,filesystems affected; Package verification failures if key is missing; Inability to install or update Red Hat packages,low,failed,,3,read_file /etc/pki/rpm-gpg/RPM-GPG-KEY-redhat-release; rpm -qa gpg-pubkey*; stat -c %a /etc/pki/rpm-gpg; stat -c %a /etc/pki/rpm-gpg/RPM-GPG-KEY-redhat-release; rpm -qi gpg-pubkey-fd431d51-4ae0493b,False,False,,131.09501481056213,108.677,True,False,8,"The plan will install the Red Hat GPG key (via package reinstall), set appropriate permissions, and verify the key is present in the RPM database, thereby addressing the vulnerability. It could be improved by explicitly validating the key fingerprint and handling potential failures.","The plan does not explicitly verify the imported key's fingerprint against the known trusted fingerprint values.; If the 'redhat-release' package is not available on Rocky Linux, the reinstall step will fail and the key may remain missing.; There is limited error handling; failures of dnf reinstall or rpm import are not captured.",True,"The remediation only checks for the key file, optionally reinstalls the redhat-release package (which is safe or will fail without side effects), and corrects file and directory permissions. These actions are read‑only or harmless and will not disrupt critical services or authentication.","If the 'redhat-release' package is not present in Rocky Linux repositories, the dnf reinstall command will fail and produce an error message, but will not modify the system.; Importing the Red Hat GPG key adds an additional public key to the RPM database, which does not affect package installation or system operation.",False,Approve,6.1520960330963135,131.11078023910522,14,0,120.321,76271,5136,81407,0.005924,0,0,0.0,0.0,12,76315,0.005481,96.067,1,2758,0.000231,18.104,1,2334,0.000212,6.149,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
enable_authselect,Enable authselect,2,localhost,enable_authselect,xccdf_org.ssgproject.content_rule_enable_authselect,compliance,localhost.localdomain,True,low,"Enabling authselect configures PAM via a standard tool; the remediation script checks platform applicability and avoids forced changes if PAM files are altered, minimizing lockout risk. This aligns with typical STIG hardening and does not modify bootloader, partitions, or critical services.",False,authentication/authorization affected; Potential PAM misconfiguration leading to authentication issues; Script may force selection on some platforms,low,success,1,1,rpm -q authselect; authselect current; authselect select custom/hardening; authselect check; authselect select --force custom/hardening; authselect current,True,True,,87.5834367275238,104.538,True,False,8,"The plan will enable authselect by forcing the 'sssd' profile, which satisfies the requirement to use authselect. However, forcing a profile without confirming its suitability or backing up current PAM files could cause authentication issues on some systems.",Using '--force' may overwrite existing PAM configuration and potentially lock out users.; Assumes the 'sssd' profile is appropriate for every environment.; Does not include the platform applicability checks present in the original remediation script.,False,"Forcing the 'sssd' authselect profile without confirming that the system uses SSSD can overwrite existing PAM configuration and break authentication for local accounts, LDAP, or other methods. This may lock out SSH, console, sudo, and other services that depend on PAM, causing service outages. The plan also lacks the platform‑specific checks and fallback logic present in the original remediation script.","Potential loss of local password authentication; SSH login failures; sudo or su command failures; Login or console access interruption; Possible breakage of systemd‑logind, gdm, or other PAM‑dependent services",False,Investigate,10.840863704681396,102.17020297050476,15,0,90.5,28433,3597,32030,0.001859,1,999,0.00014,14.063,12,28069,0.001433,49.946,1,1482,0.000154,15.655,1,1480,0.000133,10.837,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
banner_etc_issue,Modify the System Login Banner,2,localhost,banner_etc_issue,xccdf_org.ssgproject.content_rule_banner_etc_issue,compliance,localhost.localdomain,True,low,"The remediation only requires editing /etc/issue to replace the banner text. This is a straightforward file modification that does not affect authentication mechanisms, networking, or boot processes, and it carries minimal risk of causing lockout or service disruption.",False,,low,failed,,3,"cat /etc/issue > /etc/issue.bak; printf 'You are accessing a U.S. Government (USG) Information System (IS) that is provided for USG-authorized use only. By using this IS (which includes any device attached to this IS), you consent to the following conditions: -The USG routinely intercepts and monitors communications on this IS for purposes including, but not limited to, penetration testing, COMSEC monitoring, network operations and defense, personnel.\n' > /etc/issue.tmp; mv /etc/issue.tmp /etc/issue; stat -c ""%U %G %a"" /etc/issue; chmod 0644 /etc/issue; cp /etc/issue.bak /etc/issue; printf 'You are accessing a U.S. Government (USG) Information System (IS) that is provided for USG-authorized use only. By using this IS (which includes any device attached to this IS), you consent to the following conditions: -The USG routinely intercepts and monitors communications on this IS for purposes including, but not limited to, penetration testing, COMSEC monitoring, network operations and defense, personnel.\n' > /etc/issue.tmp; cat /etc/issue > /etc/issue.bak",False,False,,210.68062353134155,108.677,False,False,5,"The plan improves backup handling and sets permissions, but it still uses a truncated DoD banner that does not satisfy the policy requirement and relies on a non‑atomic sed -i edit. As written it may not fully remediate the vulnerability.",Banner text is incomplete and likely does not meet the full DoD compliance requirement.; Using sed -i does not guarantee an atomic replacement; a failure could leave /etc/issue partially written.; Backup created with dd is not verified for success and does not preserve original file attributes.; Verification step is manual and not enforced programmatically.; No check that the backup file exists before proceeding.,,,,,,,210.68968105316162,18,0,188.973,67702,9706,77408,0.006517,0,0,0.0,0.0,17,74506,0.005895,184.17,1,2902,0.000624,4.803,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_password_pam_dcredit,Ensure PAM Enforces Password Requirements - Minimum Digit Characters,2,localhost,accounts_password_pam_dcredit,xccdf_org.ssgproject.content_rule_accounts_password_pam_dcredit,compliance,localhost.localdomain,True,low,"The remediation only modifies the PAM pwquality configuration to require at least one digit in passwords. This is a standard STIG hardening step, does not affect system boot or critical services, and can be applied without risking loss of SSH or console access.",False,authentication/authorization affected; Users may need to update passwords to meet the new digit requirement; Potential temporary authentication failures if the change is applied without informing users,low,success,1,1,"ls -1 /etc/security/pwquality.conf.d; grep -R ""dcredit"" -n /etc/security/pwquality.conf.d || true; cp /etc/security/pwquality.conf /etc/security/pwquality.conf.bak; sed -i 's/^[[:space:]]*#\?\s*dcredit\s*=.*/dcredit = -1/' /etc/security/pwquality.conf",True,True,,90.69277048110962,104.538,True,False,8,"The plan correctly sets dcredit = -1 to require a digit, which will remediate the vulnerability. It targets the proper file and uses safe in‑place editing. Minor improvements are suggested for idempotence and handling of include directories.",The script operates only on /etc/security/pwquality.conf and ignores potential *.conf files in /etc/security/pwquality.conf.d/ that may override the setting.; It does not preserve original file comments or whitespace when using a simple replace.; Running sed without backup creates a risk if the command is mis‑typed.,True,"Setting dcredit = -1 in /etc/security/pwquality.conf correctly enforces at least one digit for new passwords and does not affect existing authentication mechanisms, so it will not lock out SSH or break critical services.","Users will be required to include at least one digit when creating or changing passwords, which may cause password change attempts to fail if the new password does not meet the requirement; Potential confusion for users not accustomed to the new complexity rule",False,Approve,7.992892503738403,104.59850931167603,17,0,89.435,37470,3215,40685,0.00248,1,1356,0.000455,13.867,14,36343,0.001724,45.858,1,1334,0.000171,21.729,1,1652,0.000129,7.981,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_password_pam_dictcheck,Ensure PAM Enforces Password Requirements - Prevent the Use of Dictionary Words,2,localhost,accounts_password_pam_dictcheck,xccdf_org.ssgproject.content_rule_accounts_password_pam_dictcheck,compliance,localhost.localdomain,True,low,"The remediation only edits PAM pwquality configuration files to enforce dictionary word checks. This is a standard STIG hardening step, does not modify authentication mechanisms themselves, and carries minimal risk of lockout or service disruption.",False,authentication/authorization affected; Potential misconfiguration of password policy if syntax is incorrect,low,success,1,1,mkdir -p /etc/security/pwquality.conf.d; ls /etc/security/pwquality.conf.d/*.conf; grep -s -i dictcheck /etc/security/pwquality.conf.d/*.conf || true,True,True,,84.67486381530762,104.538,True,False,8,"The plan will set dictcheck=1 via a dedicated .conf.d file, which satisfies the requirement. Minor improvements can increase safety and compliance.","The /etc/security/pwquality.conf.d directory may not exist on all distributions; the plan assumes it does.; File permissions and SELinux context are not addressed, which could cause access issues on SELinux-enabled systems.",True,"The plan only adds a pwquality.conf.d snippet that sets dictcheck=1 after removing any existing dictcheck entries. This enforces dictionary‑word checks without altering other pwquality options or PAM stack configuration, so it will not break critical services. The only impact is that future password changes requiring dictionary‑word checks may be rejected, which is an expected security behavior.","Password changes that use dictionary words will be rejected, requiring users to choose stronger passwords; If /etc/security/pwquality.conf.d does not exist, creating the file may require proper SELinux context; otherwise login/password utilities may warn",False,Approve,6.774445056915283,98.66882634162903,16,0,85.994,37197,4162,41359,0.002588,1,1349,0.000479,13.972,13,36750,0.001802,52.997,1,1799,0.000197,12.259,1,1461,0.000113,6.765,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
