section,metric,value,category
overview,total_findings,237,
overview,total_remediated,6,
overview,total_failed,29,
overview,total_discarded,4,
overview,total_requires_human_review,198,
overview,success_rate_pct,2.5,
per_round,fixed_count,4,round_1
per_round,fixed_count,2,round_2
per_round,fixed_count,0,round_3
per_severity,total,226,severity_2
per_severity,remediated,6,severity_2
per_severity,failed,26,severity_2
per_severity,total,11,severity_3
per_severity,remediated,0,severity_3
per_severity,failed,3,severity_3
timing,total_elapsed_s,3915.55,
timing,avg_duration_per_finding_s,25.03,
timing,min_duration_s,0.01,
timing,max_duration_s,542.0,
timing,avg_triage_duration_s,1.08,
timing,avg_remedy_duration_s,116.12,
timing,avg_review_duration_s,16.47,
timing,avg_qa_duration_s,10.17,
cost,total_cost_usd,0.0744,
cost,total_tokens,1157308,
cost,avg_cost_per_finding_usd,0.0003,
cost,avg_tokens_per_finding,4883,
models,model_name,openai/gpt-oss-20b,triage
models,model_name,openai/gpt-oss-20b,remedy
models,model_name,openai/gpt-oss-20b,review
models,model_name,openai/gpt-oss-20b,qa
stage_stats,triage_total,237,
stage_stats,triage_remediate,35,
stage_stats,triage_discard,202,
stage_stats,triage_human_review,198,
stage_stats,remedy_total,35,
stage_stats,remedy_passed_scan,6,
stage_stats,remedy_failed_scan,29,
stage_stats,remedy_avg_attempts,2.71,
stage_stats,review_total,30,
stage_stats,review_approved,23,
stage_stats,review_rejected,7,
stage_stats,review_avg_security_score,7.5,
stage_stats,qa_total,22,
stage_stats,qa_safe,21,
stage_stats,qa_unsafe,1,
stage_stats,qa_regressions,0,
