finding_id,title,severity,host,rule,oval_id,scan_class,os,triage_should_remediate,triage_risk_level,triage_reason,triage_requires_human_review,triage_estimated_impact,triage_estimated_complexity,final_status,remediated_at_round,total_attempts,remedy_commands_executed,remedy_scan_passed,remedy_success,remedy_error_summary,remedy_attempt_duration_s,remedy_scan_duration_s,review_approve,review_is_optimal,review_security_score,review_feedback,review_concerns,qa_safe,qa_verdict_reason,qa_side_effects,qa_regression_detected,qa_recommendation,qa_validation_duration_s,total_duration_s,llm_calls,llm_errors,llm_duration_s,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd,triage_llm_calls,triage_tokens,triage_cost_usd,triage_duration_s,remedy_llm_calls,remedy_tokens,remedy_cost_usd,remedy_duration_s,review_llm_calls,review_tokens,review_cost_usd,review_duration_s,qa_llm_calls,qa_tokens,qa_cost_usd,qa_duration_s,triage_model,remedy_model,review_model,qa_model
enable_dracut_fips_module,Enable Dracut FIPS Module,3,localhost,enable_dracut_fips_module,xccdf_org.ssgproject.content_rule_enable_dracut_fips_module,compliance,localhost.localdomain,False,critical,"Enabling FIPS mode on an already installed RHEL 9 system requires adding the dracut fips module and booting with the fips=1 kernel parameter. This change is not supported on existing installations, can render the system unbootable, and may break cryptographic services. Policy classifies FIPS changes as too dangerous to remediate automatically.",False,reboot required; FIPS mode activation; kernel boot parameter modification; potential system unbootability; cryptographic subsystem impact,high,discarded,,0,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
enable_fips_mode,Enable FIPS Mode,3,localhost,enable_fips_mode,xccdf_org.ssgproject.content_rule_enable_fips_mode,compliance,localhost.localdomain,False,critical,"Enabling FIPS mode requires adding a kernel boot argument (fips=1) and setting the system cryptographic policy, which cannot be applied safely to an already installed system without a full reinstall. The change affects core cryptographic libraries, may break compatibility, and requires a reboot, making automated remediation too risky.",False,reboot required; authentication/authorization affected; kernel boot parameter modification; activation of FIPS mode; potential system instability; compatibility issues with existing software; mandatory reboot,high,discarded,,0,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
sysctl_crypto_fips_enabled,Set kernel parameter 'crypto.fips_enabled' to 1,3,localhost,sysctl_crypto_fips_enabled,xccdf_org.ssgproject.content_rule_sysctl_crypto_fips_enabled,compliance,localhost.localdomain,False,critical,"Enabling FIPS mode requires adding the 'fips=1' kernel boot parameter, which modifies the bootloader configuration and forces the system to operate under strict cryptographic constraints. This change is not supported on an already installed system and can render the system unbootable or cause incompatibilities with existing software. Therefore, remediation is considered too risky to perform without extensive testing and planning.",False,reboot required; bootloader modification; FIPS mode activation; potential system instability; unsupported on existing installations,high,discarded,,0,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
installed_OS_is_vendor_supported,The Installed Operating System Is Vendor Supported,3,localhost,installed_OS_is_vendor_supported,xccdf_org.ssgproject.content_rule_installed_OS_is_vendor_supported,compliance,localhost.localdomain,False,medium,"The finding requires verification that the current RHEL 9 installation is still within Red Hat's support lifecycle. Remediation may involve an OS version upgrade or migration, which can impact system stability, compatibility, and require extensive testing. This is not a simple configuration change and therefore warrants human decision-making.",True,reboot required; potential OS upgrade; downtime during upgrade; compatibility with existing applications; possible need for reboot; impact on system stability,high,requires_human_review,,0,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
partition_for_var_tmp,Ensure /var/tmp Located On Separate Partition,2,localhost,partition_for_var_tmp,xccdf_org.ssgproject.content_rule_partition_for_var_tmp,compliance,localhost.localdomain,False,critical,Filesystem/partition/mount-option changes can break boot or services and should not be auto-remediated.,False,reboot required; filesystems affected; filesystems/partitioning; service disruption risk,high,discarded,,0,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
banner_etc_issue,Modify the System Login Banner,2,localhost,banner_etc_issue,xccdf_org.ssgproject.content_rule_banner_etc_issue,compliance,localhost.localdomain,True,low,"The remediation only requires editing a plain text file (/etc/issue) to display the required legal disclaimer. This change does not affect authentication mechanisms, network services, or boot configuration, and it will not lock out users or require a reboot. It is a straightforward, low‑impact configuration edit.",False,filesystems affected,low,failed,,2,,False,False,,28.0074200630188,,False,False,4,"The plan correctly backs up /etc/issue, overwrites it, sets permissions, and attempts to fix the SELinux context. However, the disclaimer text supplied is incomplete and does not contain all mandatory DoD clauses required by the finding, so the compliance issue would likely remain.","The disclaimer text is truncated and omits several required statements (e.g., monitoring details, consent language, legal notices).; Using chcon with --reference may not restore the exact original SELinux context; restorecon is the typical and safer method.; The plan does not explicitly verify that the write operation succeeded before changing permissions.",,,,,,,28.009329080581665,2,0,27.997,3202,1582,4784,0.000968,0,0,0.0,0.0,1,2408,0.000465,8.173,1,2376,0.000502,19.825,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
account_password_pam_faillock_password_auth,Configure the Use of the pam_faillock.so Module in the /etc/pam.d/password-auth File.,2,localhost,account_password_pam_faillock_password_auth,xccdf_org.ssgproject.content_rule_account_password_pam_faillock_password_auth,compliance,localhost.localdomain,False,medium,"The remediation modifies PAM configuration (authselect or direct PAM file edits). Incorrect changes can lock out all users, including root, so human oversight is required despite being a password‑related lockout setting.",True,authentication/authorization affected; potential account lockout; authentication failure; PAM misconfiguration; loss of system access,medium,requires_human_review,,0,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
account_password_pam_faillock_system_auth,Configure the Use of the pam_faillock.so Module in the /etc/pam.d/system-auth File.,2,localhost,account_password_pam_faillock_system_auth,xccdf_org.ssgproject.content_rule_account_password_pam_faillock_system_auth,compliance,localhost.localdomain,False,medium,"The remediation edits PAM configuration via authselect or direct file modification. Incorrect settings can lock out legitimate users, potentially causing loss of access. Because it impacts authentication mechanisms, a manual review is required before applying.",True,authentication/authorization affected; Potential account lockout; Authentication failure for legitimate users; Loss of remote access if lockout thresholds are misconfigured,medium,requires_human_review,,0,,,,,,,,,,,,,,,,,,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_passwords_pam_faillock_deny,Lock Accounts After Failed Password Attempts,2,localhost,accounts_passwords_pam_faillock_deny,xccdf_org.ssgproject.content_rule_accounts_passwords_pam_faillock_deny,compliance,localhost.localdomain,True,low,"The remediation only modifies PAM configuration to enable the pam_faillock module and set a deny count. This is a password‑policy related change (account lockout) which the policy classifies as safe to remediate. The provided script uses authselect when available, minimizing manual edits. While an incorrect deny value could lock out accounts, the change is low‑impact and can be validated before full deployment.",False,authentication/authorization affected; Potential account lockout if deny value is mis‑set; Dependency on authselect profile integrity; Incorrect PAM ordering could prevent logins,medium,failed,,1,,False,False,,12.520066022872925,,False,False,4,"The plan only edits /etc/security/faillock.conf but does not ensure that the pam_faillock module is actually enabled in the PAM stack (system-auth, password-auth). Without the corresponding PAM entries, setting deny has no effect, so the vulnerability would remain on many systems.","Missing activation of pam_faillock in PAM configuration (authselect or manual edits).; Assumes the system already has the required PAM entries, which may not be true.; No backup of the original faillock.conf before modification.; No validation that the resulting file syntax is correct after sed operation.",,,,,,,12.52274203300476,2,0,12.509,2292,1800,4092,0.001422,0,0,0.0,0.0,1,1973,0.000979,1.824,1,2119,0.000442,10.685,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_passwords_pam_faillock_deny_root,Configure the root Account for Failed Password Attempts,2,localhost,accounts_passwords_pam_faillock_deny_root,xccdf_org.ssgproject.content_rule_accounts_passwords_pam_faillock_deny_root,compliance,localhost.localdomain,True,low,"The remediation modifies PAM configuration to enforce a lockout after failed root login attempts. While it touches authentication settings, lockout policies are explicitly listed as safe password‑related rules. The change can be applied with authselect or a controlled edit of PAM files and does not require system reboot, making it low‑risk if performed carefully.",False,authentication/authorization affected; Potential root account lockout if PAM syntax is incorrect; Misconfiguration could prevent all logins,medium,failed,,1,,False,False,,44.14566397666931,,False,False,6,"The overall approach (using authselect when available and falling back to manual edits) is sound, but the proposed pam_faillock configuration omits the 'even_deny_root' option required to lock the root account. Without this flag the root user will not be subject to the deny count, so the vulnerability remains. Additionally, the fallback sed edits do not guarantee correct line ordering or prevent duplication, and no backup is taken before changes.","Missing 'even_deny_root' parameter in pam_faillock lines, so root may not be locked out.; Manual sed edits could insert lines in the wrong order or duplicate existing entries.; No backup of PAM files before applying changes.; No explicit verification that the pam_faillock module is present on the system.",,,,,,,44.14776086807251,2,0,44.134,2440,2345,4785,0.002234,0,0,0.0,0.0,1,1998,0.001044,3.418,1,2787,0.001189,40.716,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
