section,metric,value,category
overview,total_findings,150,
overview,total_remediated,89,
overview,total_failed,37,
overview,total_discarded,10,
overview,total_requires_human_review,14,
overview,success_rate_pct,59.3,
per_round,fixed_count,65,round_1
per_round,fixed_count,18,round_2
per_round,fixed_count,6,round_3
per_severity,total,140,severity_2
per_severity,remediated,86,severity_2
per_severity,failed,35,severity_2
per_severity,total,10,severity_3
per_severity,remediated,3,severity_3
per_severity,failed,2,severity_3
timing,total_elapsed_s,11393.06,
timing,avg_duration_per_finding_s,80.0,
timing,min_duration_s,0.0,
timing,max_duration_s,495.96,
timing,avg_triage_duration_s,3.57,
timing,avg_remedy_duration_s,62.53,
timing,avg_review_duration_s,8.28,
timing,avg_qa_duration_s,5.21,
cost,total_cost_usd,0.2939,
cost,total_tokens,5236298,
cost,avg_cost_per_finding_usd,0.002,
cost,avg_tokens_per_finding,34909,
models,model_name,openai/gpt-oss-20b,triage
models,model_name,openai/gpt-oss-20b,remedy
models,model_name,openai/gpt-oss-20b,review
models,model_name,openai/gpt-oss-20b,qa
stage_stats,triage_total,150,
stage_stats,triage_remediate,126,
stage_stats,triage_discard,24,
stage_stats,triage_human_review,14,
stage_stats,remedy_total,126,
stage_stats,remedy_passed_scan,89,
stage_stats,remedy_failed_scan,37,
stage_stats,remedy_avg_attempts,1.83,
stage_stats,review_total,125,
stage_stats,review_approved,112,
stage_stats,review_rejected,13,
stage_stats,review_avg_security_score,7.96,
stage_stats,qa_total,112,
stage_stats,qa_safe,111,
stage_stats,qa_unsafe,1,
stage_stats,qa_regressions,0,
